,postcode,average_salary
1937,"5301, SA",488.55
1938,"5302, SA",584.65
1939,"5303, SA",552.15
1940,"5304, SA",598.58
1941,"5306, SA",410.39
1942,"5307, SA",421.80
1943,"5308, SA",452.48
1944,"5309, SA",322.15
1945,"5310, SA",670.24
1946,"5311, SA",525.47
1947,"5320, SA",468.93
1948,"5321, SA",366.68
1949,"5322, SA",497.52
1950,"5330, SA",498.70
1951,"5331, SA",441.33
1952,"5332, SA",500.99
1953,"5333, SA",548.26
1954,"5340, SA",579.66
1955,"5341, SA",511.51
1956,"5342, SA",570.11
1957,"5343, SA",526.83
1958,"5344, SA",481.45
1959,"5345, SA",508.72
1960,"5346, SA",497.72
1961,"5350, SA",591.88
1962,"5351, SA",610.94
1963,"5352, SA",682.69
1964,"5353, SA",617.88
1965,"5354, SA",520.41
1966,"5355, SA",600.87
1967,"5356, SA",519.20
1968,"5357, SA",490.71
1969,"5360, SA",632.95
1970,"5371, SA",627.55
1971,"5372, SA",547.88
1972,"5373, SA",554.46
1973,"5374, SA",489.81
1974,"5381, SA",387.27
1975,"5400, SA",572.47
1976,"5401, SA",496.85
1977,"5410, SA",504.48
1978,"5411, SA",488.19
1979,"5412, SA",559.73
1980,"5413, SA",510.64
1981,"5414, SA",418.38
1982,"5415, SA",629.39
1983,"5416, SA",430.10
1984,"5417, SA",485.32
1985,"5418, SA",551.28
1986,"5419, SA",622.77
1987,"5420, SA",595.89
1988,"5421, SA",282.37
1989,"5422, SA",428.93
1990,"5431, SA",566.69
1991,"5432, SA",780.22
1992,"5433, SA",598.69
1993,"5434, SA",487.39
1994,"5440, SA",827.51
1995,"5451, SA",569.15
1996,"5452, SA",621.68
1997,"5453, SA",628.17
1998,"5454, SA",485.77
1999,"5455, SA",283.33
2000,"5460, SA",528.69
2001,"5461, SA",541.58
2002,"5462, SA",532.83
2003,"5464, SA",558.27
2004,"5470, SA",551.25
2005,"5471, SA",494.48
2006,"5472, SA",346.93
2007,"5473, SA",468.98
2008,"5480, SA",543.28
2009,"5481, SA",490.73
2010,"5482, SA",582.97
2011,"5483, SA",601.69
2012,"5485, SA",562.97
2013,"5490, SA",517.80
2014,"5491, SA",635.83
2015,"5493, SA",230.90
2016,"5495, SA",573.02
2017,"5501, SA",542.76
2018,"5502, SA",597.82
2019,"5510, SA",636.49
2020,"5520, SA",514.09
2021,"5521, SA",350.17
2022,"5522, SA",557.85
2023,"5523, SA",574.22
2024,"5540, SA",521.13
2025,"5550, SA",492.39
2026,"5552, SA",538.05
2027,"5554, SA",518.30
2028,"5555, SA",552.34
2029,"5556, SA",509.15
2030,"5558, SA",504.82
2031,"5560, SA",506.56
2032,"5570, SA",515.60
2033,"5571, SA",540.20
2034,"5572, SA",868.54
2035,"5573, SA",550.87
2036,"5575, SA",504.76
2037,"5576, SA",530.72
2038,"5577, SA",550.85
2039,"5580, SA",534.48
2040,"5581, SA",579.11
2041,"5582, SA",549.88
2042,"5583, SA",508.39
2043,"5600, SA",701.94
2044,"5601, SA",575.59
2045,"5602, SA",532.97
2046,"5603, SA",606.87
2047,"5604, SA",610.15
2048,"5605, SA",550.53
2049,"5606, SA",568.76
2050,"5607, SA",554.39
2051,"5608, SA",489.83
2052,"5609, SA",692.50
2053,"5630, SA",409.93
2054,"5631, SA",594.88
2055,"5632, SA",697.13
2056,"5633, SA",598.83
2057,"5640, SA",589.41
2058,"5641, SA",612.12
2059,"5642, SA",604.37
2060,"5650, SA",648.14
2061,"5651, SA",814.14
2062,"5652, SA",543.47
2063,"5653, SA",589.56
2064,"5654, SA",491.91
2065,"5655, SA",455.15
2066,"5660, SA",858.00
2067,"5661, SA",637.58
2068,"5670, SA",570.51
2069,"5671, SA",673.79
2070,"5680, SA",560.85
2071,"5690, SA",538.43
2072,"5700, SA",546.39
2073,"5701, SA",337.50
2074,"5710, SA",521.34
2075,"5713, SA",382.35
2076,"5715, SA",512.50
2077,"5717, SA",1082.81
2078,"5719, SA",477.27
2079,"5720, SA",952.19
2080,"5722, SA",579.90
2081,"5723, SA",597.96
2082,"5724, SA",434.06
2083,"5725, SA",1014.21
2084,"5730, SA",295.25
2085,"5731, SA",962.98
2086,"5732, SA",665.95
2087,"5733, SA",617.60
2088,"5734, SA",237.72
2089,"5950, SA",nan
2090,"5960, SA",540.00
2091,"6000, WA",918.77
2092,"6003, WA",892.52
2093,"6004, WA",984.34
2094,"6005, WA",993.91
2095,"6006, WA",933.97
2096,"6007, WA",1034.53
2097,"6008, WA",1019.24
2098,"6009, WA",936.75
2099,"6010, WA",986.81
2100,"6011, WA",1141.13
2101,"6012, WA",942.31
2102,"6014, WA",930.35
2103,"6015, WA",1055.38
2104,"6016, WA",876.09
2105,"6017, WA",720.80
2106,"6018, WA",863.32
2107,"6019, WA",949.99
2108,"6020, WA",903.90
2109,"6021, WA",739.94
2110,"6022, WA",735.33
2111,"6023, WA",820.25
2112,"6024, WA",724.53
2113,"6025, WA",797.07
2114,"6026, WA",783.70
2115,"6027, WA",748.78
2116,"6028, WA",797.16
2117,"6029, WA",994.76
2118,"6030, WA",647.57
2119,"6031, WA",652.64
2120,"6032, WA",790.05
2121,"6033, WA",640.82
2122,"6034, WA",713.19
2123,"6035, WA",602.58
2124,"6036, WA",614.84
2125,"6037, WA",582.09
2126,"6038, WA",696.47
2127,"6041, WA",577.13
2128,"6042, WA",488.61
2129,"6043, WA",599.18
2130,"6044, WA",644.51
2131,"6050, WA",927.39
2132,"6051, WA",853.52
2133,"6052, WA",829.41
2134,"6053, WA",803.15
2135,"6054, WA",666.54
2136,"6055, WA",709.10
2137,"6056, WA",640.02
2138,"6057, WA",683.26
2139,"6058, WA",645.98
2140,"6059, WA",735.00
2141,"6060, WA",799.17
2142,"6061, WA",536.87
2143,"6062, WA",643.76
2144,"6063, WA",547.03
2145,"6064, WA",516.77
2146,"6065, WA",690.87
2147,"6066, WA",598.55
2148,"6067, WA",428.57
2149,"6068, WA",385.71
2150,"6069, WA",658.22
2151,"6070, WA",808.04
2152,"6071, WA",777.48
2153,"6072, WA",684.66
2154,"6073, WA",705.35
2155,"6074, WA",660.65
2156,"6076, WA",746.21
2157,"6077, WA",731.35
2158,"6078, WA",724.30
2159,"6079, WA",628.57
2160,"6081, WA",713.91
2161,"6082, WA",700.40
2162,"6083, WA",730.47
2163,"6084, WA",659.84
2164,"6090, WA",0.00
2165,"6100, WA",852.67
2166,"6101, WA",762.37
2167,"6102, WA",523.68
2168,"6103, WA",713.44
2169,"6104, WA",696.57
2170,"6105, WA",609.58
2171,"6106, WA",0.00
2172,"6107, WA",593.88
2173,"6108, WA",606.66
2174,"6109, WA",519.66
2175,"6110, WA",585.30
2176,"6111, WA",633.92
2177,"6112, WA",623.47
2178,"6121, WA",751.96
2179,"6122, WA",655.33
2180,"6123, WA",591.28
2181,"6124, WA",700.21
2182,"6125, WA",692.42
2183,"6126, WA",280.83
2184,"6147, WA",586.42
2185,"6148, WA",726.59
2186,"6149, WA",790.58
2187,"6150, WA",740.24
2188,"6151, WA",963.35
2189,"6152, WA",824.65
2190,"6153, WA",950.95
2191,"6154, WA",808.56
2192,"6155, WA",682.14
2193,"6156, WA",813.53
2194,"6157, WA",848.52
2195,"6158, WA",943.39
2196,"6159, WA",1079.89
2197,"6160, WA",855.70
2198,"6161, WA",273.74
2199,"6162, WA",810.98
2200,"6163, WA",701.45
2201,"6164, WA",722.07
2202,"6165, WA",700.97
2203,"6166, WA",761.84
2204,"6167, WA",553.96
2205,"6168, WA",610.08
2206,"6169, WA",635.43
2207,"6170, WA",647.33
2208,"6171, WA",676.07
2209,"6172, WA",620.56
2210,"6173, WA",729.24
2211,"6174, WA",657.24
2212,"6175, WA",691.95
2213,"6176, WA",667.88
2214,"6180, WA",629.16
2215,"6181, WA",771.34
2216,"6182, WA",0.00
2217,"6207, WA",697.99
2218,"6208, WA",606.89
2219,"6209, WA",596.13
2220,"6210, WA",626.51
2221,"6211, WA",649.89
2222,"6213, WA",626.95
2223,"6214, WA",674.31
2224,"6215, WA",602.22
2225,"6218, WA",498.74
2226,"6220, WA",585.76
2227,"6221, WA",388.72
2228,"6223, WA",701.74
2229,"6224, WA",570.92
2230,"6225, WA",627.99
2231,"6226, WA",730.72
2232,"6227, WA",640.59
2233,"6228, WA",577.44
2234,"6229, WA",548.57
2235,"6230, WA",649.80
2236,"6232, WA",627.28
2237,"6233, WA",661.38
2238,"6236, WA",697.08
2239,"6237, WA",693.04
2240,"6239, WA",590.32
2241,"6240, WA",574.39
2242,"6243, WA",309.27
2243,"6244, WA",609.90
2244,"6251, WA",496.01
2245,"6252, WA",525.00
2246,"6253, WA",584.54
2247,"6254, WA",504.94
2248,"6255, WA",568.35
2249,"6256, WA",674.28
2250,"6258, WA",566.61
2251,"6260, WA",560.81
2252,"6262, WA",541.96
2253,"6271, WA",612.36
2254,"6275, WA",545.06
2255,"6280, WA",599.20
2256,"6281, WA",707.35
2257,"6282, WA",783.21
2258,"6284, WA",609.35
2259,"6285, WA",624.07
2260,"6286, WA",646.05
2261,"6288, WA",580.71
2262,"6290, WA",563.76
2263,"6302, WA",567.95
2264,"6304, WA",576.57
2265,"6306, WA",633.81
2266,"6308, WA",564.74
2267,"6309, WA",668.04
2268,"6311, WA",598.15
2269,"6312, WA",569.99
2270,"6313, WA",677.58
2271,"6315, WA",546.02
2272,"6316, WA",698.34
2273,"6317, WA",530.87
2274,"6318, WA",608.24
2275,"6320, WA",486.29
2276,"6321, WA",559.62
2277,"6322, WA",478.96
2278,"6323, WA",546.45
2279,"6324, WA",520.62
2280,"6326, WA",586.02
2281,"6327, WA",476.37
2282,"6328, WA",548.71
2283,"6330, WA",592.41
2284,"6333, WA",564.03
2285,"6335, WA",630.56
2286,"6336, WA",654.82
2287,"6337, WA",641.30
2288,"6338, WA",750.44
2289,"6341, WA",617.11
2290,"6343, WA",640.19
2291,"6346, WA",786.06
2292,"6348, WA",682.06
2293,"6350, WA",490.56
2294,"6351, WA",525.00
2295,"6352, WA",687.50
2296,"6353, WA",697.70
2297,"6355, WA",736.01
2298,"6356, WA",801.40
2299,"6357, WA",599.34
2300,"6358, WA",881.25
2301,"6359, WA",779.32
2302,"6361, WA",459.87
2303,"6363, WA",497.36
2304,"6365, WA",657.45
2305,"6367, WA",562.01
2306,"6368, WA",603.12
2307,"6369, WA",698.09
2308,"6370, WA",547.11
2309,"6372, WA",390.95
2310,"6373, WA",536.46
2311,"6375, WA",638.17
2312,"6383, WA",592.89
2313,"6384, WA",573.03
2314,"6385, WA",617.05
2315,"6386, WA",1155.28
2316,"6390, WA",812.22
2317,"6391, WA",666.07
2318,"6392, WA",606.63
2319,"6393, WA",314.04
2320,"6394, WA",669.54
2321,"6395, WA",619.31
2322,"6396, WA",599.31
2323,"6397, WA",350.53
2324,"6398, WA",527.61
2325,"6401, WA",540.54
2326,"6403, WA",646.12
2327,"6405, WA",564.58
2328,"6407, WA",584.13
2329,"6409, WA",531.17
2330,"6410, WA",514.31
2331,"6411, WA",797.98
2332,"6412, WA",1062.50
2333,"6413, WA",411.73
2334,"6414, WA",641.67
2335,"6415, WA",620.55
2336,"6418, WA",669.08
2337,"6419, WA",345.91
2338,"6420, WA",827.55
2339,"6421, WA",500.00
2340,"6422, WA",1048.61
2341,"6423, WA",974.88
2342,"6424, WA",598.75
2343,"6425, WA",404.83
2344,"6426, WA",742.67
2345,"6427, WA",1892.66
2346,"6428, WA",286.84
2347,"6429, WA",542.56
2348,"6430, WA",815.67
2349,"6431, WA",605.28
2350,"6432, WA",679.38
2351,"6434, WA",1334.68
2352,"6436, WA",509.17
2353,"6437, WA",905.90
2354,"6438, WA",892.42
2355,"6440, WA",1080.04
2356,"6442, WA",734.67
2357,"6443, WA",647.48
2358,"6445, WA",742.42
2359,"6446, WA",872.71
2360,"6447, WA",917.90
2361,"6448, WA",432.36
2362,"6450, WA",619.94
2363,"6452, WA",0.00
2364,"6460, WA",568.16
2365,"6461, WA",646.43
2366,"6462, WA",645.00
2367,"6463, WA",698.44
2368,"6465, WA",923.15
2369,"6466, WA",554.78
2370,"6467, WA",733.65
2371,"6468, WA",719.23
2372,"6470, WA",440.00
2373,"6472, WA",757.77
2374,"6473, WA",499.42
2375,"6475, WA",640.34
2376,"6476, WA",1018.63
2377,"6477, WA",600.18
2378,"6479, WA",651.55
2379,"6480, WA",618.23
2380,"6484, WA",1190.00
2381,"6485, WA",528.33
2382,"6487, WA",525.48
2383,"6488, WA",510.75
2384,"6489, WA",562.25
2385,"6490, WA",651.20
2386,"6501, WA",644.57
2387,"6502, WA",555.08
2388,"6503, WA",575.68
2389,"6504, WA",628.80
2390,"6505, WA",685.59
2391,"6506, WA",665.25
2392,"6507, WA",707.79
2393,"6509, WA",543.36
2394,"6510, WA",604.18
2395,"6511, WA",668.18
2396,"6512, WA",495.36
2397,"6513, WA",623.65
2398,"6514, WA",578.47
2399,"6515, WA",764.69
2400,"6516, WA",651.50
2401,"6517, WA",679.65
2402,"6518, WA",566.39
2403,"6519, WA",610.90
2404,"6521, WA",790.41
2405,"6522, WA",649.95
2406,"6525, WA",631.42
2407,"6528, WA",592.30
2408,"6530, WA",625.15
2409,"6532, WA",629.68
2410,"6535, WA",560.91
2411,"6536, WA",582.76
2412,"6537, WA",613.59
2413,"6556, WA",675.17
2414,"6558, WA",185.06
2415,"6560, WA",563.84
2416,"6562, WA",639.94
2417,"6564, WA",642.59
2418,"6566, WA",610.46
2419,"6567, WA",701.79
2420,"6568, WA",717.42
2421,"6569, WA",570.28
2422,"6571, WA",819.74
2423,"6572, WA",425.42
2424,"6574, WA",487.50
2425,"6575, WA",665.58
2426,"6603, WA",674.41
2427,"6605, WA",1157.74
2428,"6606, WA",634.60
2429,"6608, WA",648.88
2430,"6609, WA",711.24
2431,"6612, WA",663.57
2432,"6613, WA",451.17
2433,"6614, WA",518.75
2434,"6616, WA",361.84
2435,"6620, WA",1046.19
2436,"6623, WA",531.87
2437,"6625, WA",405.50
2438,"6627, WA",370.70
2439,"6628, WA",214.86
2440,"6630, WA",536.39
2441,"6631, WA",1018.75
2442,"6632, WA",520.65
2443,"6635, WA",891.45
2444,"6638, WA",463.38
2445,"6639, WA",655.34
2446,"6640, WA",489.60
2447,"6642, WA",792.12
2448,"6646, WA",979.80
2449,"6701, WA",564.57
2450,"6705, WA",307.05
2451,"6707, WA",726.66
2452,"6710, WA",1881.15
2453,"6711, WA",nan
2454,"6712, WA",2289.95
2455,"6713, WA",1035.85
2456,"6714, WA",982.89
2457,"6716, WA",1103.31
2458,"6718, WA",310.52
2459,"6720, WA",924.14
2460,"6721, WA",1118.77
2461,"6722, WA",851.04
2462,"6725, WA",643.23
2463,"6726, WA",744.44
2464,"6728, WA",459.72
2465,"6731, WA",0.00
2466,"6733, WA",nan
2467,"6740, WA",462.48
2468,"6743, WA",686.56
2469,"6751, WA",1256.51
2470,"6753, WA",1072.47
2471,"6754, WA",996.33
2472,"6758, WA",1848.03
2473,"6760, WA",618.90
2474,"6762, WA",1216.23
2475,"6765, WA",424.74
2476,"6770, WA",346.95
2477,"7000, TAS",784.52
2478,"7001, TAS",nan
2479,"7004, TAS",789.65
2480,"7005, TAS",776.62
2481,"7007, TAS",784.53
2482,"7008, TAS",703.98
2483,"7009, TAS",530.86
2484,"7010, TAS",501.93
2485,"7011, TAS",523.34
2486,"7012, TAS",574.82
2487,"7015, TAS",699.05
2488,"7016, TAS",346.64
2489,"7017, TAS",639.81
2490,"7018, TAS",663.37
2491,"7019, TAS",463.78
2492,"7020, TAS",717.32
2493,"7021, TAS",692.35
2494,"7022, TAS",621.44
2495,"7023, TAS",681.25
2496,"7024, TAS",733.64
2497,"7025, TAS",671.10
2498,"7026, TAS",517.60
2499,"7027, TAS",493.83
2500,"7030, TAS",471.24
2501,"7050, TAS",620.90
2502,"7052, TAS",680.38
2503,"7053, TAS",766.84
2504,"7054, TAS",641.99
2505,"7055, TAS",563.91
2506,"7109, TAS",537.10
2507,"7112, TAS",481.78
2508,"7113, TAS",514.84
2509,"7116, TAS",452.85
2510,"7117, TAS",524.27
2511,"7119, TAS",376.88
2512,"7120, TAS",480.72
2513,"7139, TAS",nan
2514,"7140, TAS",487.41
2515,"7150, TAS",596.67
2516,"7155, TAS",647.18
2517,"7162, TAS",608.59
2518,"7163, TAS",591.15
2519,"7170, TAS",758.93
2520,"7171, TAS",594.90
2521,"7172, TAS",519.65
2522,"7173, TAS",547.24
2523,"7174, TAS",561.33
2524,"7175, TAS",566.07
2525,"7176, TAS",474.09
2526,"7177, TAS",521.43
2527,"7178, TAS",419.68
2528,"7179, TAS",580.79
2529,"7180, TAS",371.38
2530,"7182, TAS",458.75
2531,"7183, TAS",394.12
2532,"7184, TAS",422.81
2533,"7185, TAS",694.07
2534,"7186, TAS",504.76
2535,"7187, TAS",425.18
2536,"7190, TAS",535.56
2537,"7209, TAS",532.90
2538,"7210, TAS",439.68
2539,"7211, TAS",454.56
2540,"7212, TAS",538.43
2541,"7213, TAS",305.08
2542,"7214, TAS",421.52
2543,"7215, TAS",508.37
2544,"7216, TAS",460.19
2545,"7248, TAS",436.40
2546,"7249, TAS",569.73
2547,"7250, TAS",610.15
2548,"7252, TAS",580.16
2549,"7253, TAS",450.44
2550,"7254, TAS",534.32
2551,"7255, TAS",609.09
2552,"7256, TAS",653.30
2553,"7257, TAS",352.86
2554,"7258, TAS",763.06
2555,"7259, TAS",487.99
2556,"7260, TAS",479.25
2557,"7261, TAS",447.59
2558,"7262, TAS",549.91
2559,"7263, TAS",413.34
2560,"7264, TAS",409.71
2561,"7265, TAS",437.55
2562,"7267, TAS",598.47
2563,"7268, TAS",547.03
2564,"7270, TAS",476.84
2565,"7275, TAS",531.55
2566,"7276, TAS",512.02
2567,"7277, TAS",598.93
2568,"7290, TAS",558.67
2569,"7291, TAS",548.17
2570,"7292, TAS",578.00
2571,"7300, TAS",578.16
2572,"7301, TAS",533.19
2573,"7302, TAS",478.92
2574,"7303, TAS",501.98
2575,"7304, TAS",474.69
2576,"7305, TAS",452.61
2577,"7306, TAS",506.29
2578,"7307, TAS",560.10
2579,"7310, TAS",524.00
2580,"7315, TAS",539.46
2581,"7316, TAS",564.81
2582,"7320, TAS",527.60
2583,"7321, TAS",538.02
2584,"7322, TAS",524.43
2585,"7325, TAS",531.50
2586,"7330, TAS",517.93
2587,"7331, TAS",614.93
2588,"7466, TAS",194.23
2589,"7467, TAS",475.20
2590,"7468, TAS",602.51
2591,"7469, TAS",522.06
2592,"7470, TAS",608.03
2593,"0800, NT",1056.36
2594,"0810, NT",784.91
2595,"0812, NT",747.55
2596,"0815, NT",281.91
2597,"0820, NT",997.30
2598,"0822, NT",338.71
2599,"0828, NT",584.62
2600,"0829, NT",505.04
2601,"0830, NT",729.55
2602,"0832, NT",835.47
2603,"0834, NT",871.76
2604,"0835, NT",931.61
2605,"0836, NT",805.84
2606,"0837, NT",611.71
2607,"0838, NT",721.08
2608,"0839, NT",705.22
2609,"0840, NT",466.10
2610,"0841, NT",667.88
2611,"0845, NT",488.51
2612,"0846, NT",493.70
2613,"0847, NT",427.74
2614,"0850, NT",592.16
2615,"0852, NT",305.43
2616,"0853, NT",809.70
2617,"0854, NT",397.80
2618,"0860, NT",554.22
2619,"0862, NT",416.08
2620,"0870, NT",760.44
2621,"0873, NT",587.12
2622,"0874, NT",882.59
2623,"0875, NT",662.63
2624,"0880, NT",561.16
2625,"0885, NT",1116.74
2626,"0886, NT",760.89
2627,"2600, ACT",1258.88
2628,"2601, ACT",624.31
2629,"2602, ACT",922.14
2630,"2603, ACT",1152.01
2631,"2604, ACT",1115.35
2632,"2605, ACT",981.71
2633,"2606, ACT",913.98
2634,"2607, ACT",951.09
2635,"2609, ACT",627.60
2636,"2612, ACT",1010.06
2637,"2614, ACT",883.06
2638,"2615, ACT",781.07
2639,"2617, ACT",824.45
2640,"2900, ACT",957.99
2641,"2902, ACT",821.58
2642,"2903, ACT",835.67
2643,"2904, ACT",913.05
2644,"2905, ACT",808.12
2645,"2906, ACT",819.77
2646,"2911, ACT",956.35
2647,"2912, ACT",786.66
2648,"2913, ACT",841.63
2649,"2914, ACT",834.74
2650,"2899, OT",542.66
2651,"6798, OT",702.21
2652,"6799, OT",527.40
