INCP Total Personal Income (weekly),Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not stated,Not applicable,Total
"6326, WA",3,28,20,36,38,38,30,36,32,37,25,16,12,9,8,51,85,490
"6327, WA",6,13,12,19,22,15,24,23,13,12,10,7,3,4,4,24,59,273
"6328, WA",3,26,16,32,24,39,30,30,26,18,26,17,5,5,9,38,80,426
"6330, WA",131,1926,1250,2008,3029,2786,2572,2413,2428,2333,1439,1251,915,1123,519,3118,6637,35868
"6333, WA",21,332,251,336,554,513,452,378,368,309,198,179,132,167,97,550,1011,5850
"6335, WA",3,39,25,51,47,50,47,35,49,59,39,37,15,23,21,78,159,774
"6336, WA",9,10,6,14,17,15,15,17,25,33,21,19,8,3,10,41,67,327
"6337, WA",3,23,6,22,13,24,35,36,34,51,23,20,24,17,13,63,132,549
"6338, WA",6,21,19,34,47,32,45,54,44,58,35,28,23,38,19,65,119,677
"6341, WA",0,12,9,7,19,15,13,16,22,31,14,14,4,18,0,35,61,298
"6343, WA",4,16,3,14,5,15,11,17,10,15,16,13,11,3,12,26,67,265
"6346, WA",6,38,26,27,39,49,40,35,44,56,42,21,34,58,24,84,120,737
"6348, WA",0,53,15,57,86,72,60,43,34,32,22,31,28,55,32,95,159,867
"6350, WA",0,16,3,36,23,29,21,21,27,14,16,10,3,3,0,25,40,302
"6351, WA",0,0,6,6,3,9,0,0,4,10,6,9,0,0,0,5,24,85
"6352, WA",0,4,0,3,10,14,14,8,12,21,10,8,9,4,6,33,46,194
"6353, WA",12,28,15,23,50,37,48,54,61,70,34,25,25,36,23,82,161,782
"6355, WA",0,12,5,22,18,14,22,22,45,35,26,13,11,23,17,31,115,436
"6356, WA",0,5,3,4,3,3,5,0,6,17,14,5,5,6,5,5,24,125
"6357, WA",0,5,0,9,3,3,7,3,7,3,7,5,4,0,0,9,12,76
"6358, WA",0,6,0,0,8,3,12,10,6,7,9,4,3,3,5,6,11,92
"6359, WA",5,3,16,21,14,23,27,34,42,36,20,25,11,29,12,35,86,440
"6361, WA",0,8,0,3,12,7,7,3,3,9,4,3,0,6,0,10,24,114
"6363, WA",0,3,3,4,9,6,5,10,5,3,14,0,4,0,0,14,28,104
"6365, WA",0,20,6,35,31,37,53,27,44,45,24,24,13,17,9,42,98,527
"6367, WA",0,19,6,26,21,35,21,22,26,31,15,9,4,12,3,26,68,354
"6368, WA",0,6,0,0,8,5,0,11,9,6,4,3,0,4,0,0,16,80
"6369, WA",4,32,18,35,57,48,35,28,57,57,35,28,21,21,21,63,107,667
"6370, WA",5,22,22,30,44,39,28,37,34,33,12,16,7,9,6,18,102,459
"6372, WA",0,0,4,3,9,12,12,6,8,0,5,3,3,0,0,27,17,116
"6373, WA",0,0,3,0,8,3,8,7,8,14,7,3,0,0,0,5,25,96
"6375, WA",4,38,29,41,78,65,62,59,73,71,47,49,38,29,17,99,197,1002
"6383, WA",4,40,19,59,112,95,75,46,61,54,38,27,12,34,26,121,162,984
"6384, WA",0,0,0,3,0,0,7,7,0,0,4,4,0,0,0,4,9,38
"6385, WA",0,6,0,6,0,0,3,0,0,0,0,0,0,0,3,0,0,22
"6386, WA",0,0,3,5,0,14,6,5,0,5,4,0,3,8,15,11,7,90
"6390, WA",7,158,42,81,91,92,77,76,65,54,80,85,98,185,75,149,406,1810
"6391, WA",0,39,22,48,55,52,53,68,71,86,58,39,46,43,10,105,203,1002
"6392, WA",5,18,9,20,45,26,36,32,23,48,15,13,16,15,6,27,94,464
"6393, WA",0,6,3,12,16,11,4,9,10,4,0,0,0,0,0,17,25,114
"6394, WA",0,15,20,21,38,31,32,40,35,24,24,17,7,21,10,38,87,449
"6395, WA",10,53,42,73,98,97,124,101,121,122,76,60,42,45,41,178,356,1655
"6396, WA",8,6,7,26,19,17,24,30,32,31,15,17,0,13,5,52,69,364
"6397, WA",0,10,4,10,6,7,12,6,0,6,0,0,0,3,0,8,20,95
"6398, WA",0,24,17,40,68,72,48,47,27,29,21,11,10,15,0,67,68,546
"6401, WA",31,463,240,480,597,583,459,404,426,438,301,277,206,288,120,1297,1566,8178
"6403, WA",0,10,4,8,21,16,9,13,7,9,4,13,3,13,0,15,28,174
"6405, WA",0,20,6,12,26,26,18,29,26,11,17,12,3,12,3,18,73,319
"6407, WA",10,131,35,58,55,70,51,48,86,89,39,45,30,41,21,125,201,1142
"6409, WA",0,13,3,20,32,31,26,27,24,19,17,16,6,11,5,55,94,401
"6410, WA",5,59,26,72,96,106,56,53,63,55,42,31,22,24,12,136,193,1050
"6411, WA",0,7,0,5,12,15,4,15,8,3,8,9,0,8,5,13,15,124
"6412, WA",0,0,0,0,0,0,0,6,6,5,0,8,0,6,4,5,12,54
"6413, WA",0,4,0,4,7,6,0,5,0,0,0,3,3,0,0,3,4,49
"6414, WA",0,3,3,0,0,4,3,9,3,7,3,3,0,5,0,7,16,66
"6415, WA",12,225,130,136,199,194,178,183,176,201,125,125,82,137,51,268,584,3008
"6418, WA",0,35,10,39,54,53,38,41,54,40,25,26,27,28,22,55,145,705
"6419, WA",0,0,5,7,4,5,3,0,3,8,0,0,0,0,0,0,14,55
"6420, WA",3,4,6,3,4,12,7,3,5,9,3,4,4,3,10,15,20,108
"6421, WA",0,9,4,9,13,0,6,6,13,13,5,7,6,3,0,20,37,156
"6422, WA",0,0,0,3,0,0,0,0,8,3,4,0,9,5,3,9,14,54
"6423, WA",0,10,0,3,14,17,13,5,14,20,4,13,7,29,10,25,29,212
"6424, WA",0,10,0,0,4,3,3,11,3,3,3,4,6,3,0,11,8,80
"6425, WA",0,4,8,0,5,0,3,6,13,8,0,4,0,0,0,18,6,88
"6426, WA",5,57,11,52,54,51,51,47,30,41,53,34,32,67,24,112,140,849
"6427, WA",0,0,0,0,0,0,0,0,0,6,6,0,3,32,21,30,0,92
"6428, WA",0,0,0,7,4,4,6,5,5,0,0,0,0,0,0,3,19,57
"6429, WA",5,78,16,74,71,70,51,54,45,45,34,38,22,47,10,118,203,988
"6430, WA",110,1597,599,720,777,918,857,936,1069,1275,1129,1256,1057,2249,828,2043,5322,22749
"6431, WA",0,34,16,201,108,47,19,14,17,39,27,30,35,63,33,139,177,1008
"6432, WA",26,483,172,329,347,334,267,300,362,428,342,336,301,496,131,893,1554,7089
"6434, WA",6,5,0,18,4,7,5,9,6,11,11,5,13,31,20,13,11,173
"6436, WA",0,8,0,4,5,7,7,9,6,5,6,3,4,3,0,14,20,109
"6437, WA",3,33,0,4,8,13,3,8,10,19,31,35,41,93,20,144,113,581
"6438, WA",3,25,12,45,36,29,34,30,31,29,39,45,52,85,46,183,115,825
"6440, WA",5,27,12,91,43,27,28,27,36,34,50,72,97,205,61,204,149,1156
"6442, WA",22,247,68,109,103,84,70,78,96,85,86,87,119,287,81,299,628,2540
"6443, WA",5,38,17,38,70,77,31,46,45,39,25,42,24,56,17,159,116,852
"6445, WA",0,6,3,12,7,15,14,12,5,12,9,9,3,6,15,31,47,198
"6446, WA",0,4,3,0,6,0,6,8,15,13,3,0,8,4,13,14,30,131
"6447, WA",0,4,0,4,4,0,12,11,12,13,13,7,3,11,18,33,34,183
"6448, WA",46,28,13,37,25,35,28,15,26,20,20,15,9,8,0,42,83,452
"6450, WA",45,719,425,636,889,859,830,793,758,849,594,536,385,560,266,1484,2763,13393
"6452, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
"6460, WA",4,28,21,42,74,68,34,50,45,54,36,22,8,23,13,79,155,753
"6461, WA",3,25,10,42,39,36,42,25,33,47,21,15,6,15,22,37,120,532
"6462, WA",0,6,0,4,10,8,15,14,3,8,3,9,3,0,6,11,33,130
"6463, WA",0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,16
"6465, WA",0,0,0,0,0,4,0,0,0,5,0,0,4,4,0,4,4,27
"6466, WA",0,3,0,5,7,5,3,4,6,7,0,0,0,0,4,5,8,68
"6467, WA",0,0,0,3,0,0,4,0,4,0,5,0,3,0,0,0,7,26
"6468, WA",4,9,9,18,9,11,20,14,12,14,18,14,7,14,6,23,52,247
"6470, WA",0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,15
"6472, WA",0,4,12,11,8,7,11,7,26,15,3,11,3,7,8,8,50,177
"6473, WA",3,3,0,4,3,0,0,9,0,3,7,0,0,0,0,4,5,43
"6475, WA",4,23,7,26,39,17,28,20,25,30,17,21,6,14,11,25,82,401
"6476, WA",0,0,5,6,0,5,0,8,7,6,0,5,0,0,6,0,8,51
"6477, WA",5,13,5,12,21,25,21,10,22,20,12,9,7,15,0,24,56,275
"6479, WA",7,25,11,23,48,27,43,24,40,41,20,23,15,24,13,45,118,549
"6480, WA",4,3,0,0,0,4,5,0,5,0,0,0,0,4,3,6,8,48
"6484, WA",0,0,0,11,0,0,0,0,3,5,5,6,11,19,5,24,0,95
"6485, WA",0,24,9,32,52,50,36,17,33,25,23,17,9,13,4,73,75,496
"6487, WA",0,5,0,0,3,4,4,4,6,5,6,0,0,0,0,14,9,52
"6488, WA",0,5,5,21,10,18,14,10,18,7,11,3,0,9,0,29,36,193
"6489, WA",0,0,5,6,11,17,9,3,6,4,4,6,0,0,3,23,12,100
"6490, WA",5,16,7,15,27,18,16,11,13,16,11,12,8,7,8,21,50,251
"6501, WA",4,79,29,48,70,65,56,47,52,65,49,46,22,44,22,98,167,967
"6502, WA",12,118,48,58,108,87,78,66,67,67,34,27,32,37,26,95,226,1182
"6503, WA",15,165,61,117,142,145,143,169,153,160,81,60,65,62,29,217,409,2181
"6504, WA",0,13,8,11,22,6,10,13,8,7,3,8,4,4,6,24,15,158
"6505, WA",6,5,9,7,11,6,5,18,15,4,9,3,3,0,3,12,14,111
"6506, WA",3,3,0,4,8,9,5,3,3,3,4,3,0,4,0,7,7,59
"6507, WA",8,21,15,28,34,21,49,28,40,52,30,26,14,19,15,47,89,539
"6509, WA",0,13,0,11,10,8,11,14,19,11,14,8,5,7,0,44,41,211
"6510, WA",3,84,58,120,147,136,118,133,136,139,83,89,54,63,25,185,397,1973
"6511, WA",0,20,16,33,51,47,47,27,28,31,23,13,6,37,12,71,67,528
"6512, WA",3,5,4,3,5,3,4,7,9,8,4,4,0,3,0,12,21,97
"6513, WA",0,12,9,6,14,5,14,5,19,12,9,16,10,8,3,17,54,223
"6514, WA",0,51,20,47,102,66,45,16,36,24,20,21,9,32,12,52,85,648
"6515, WA",0,21,5,13,19,14,18,19,23,35,12,27,9,8,6,16,41,286
"6516, WA",17,117,75,93,147,131,117,101,100,110,62,55,43,99,44,163,288,1762
"6517, WA",3,18,10,15,17,33,20,33,32,36,25,18,11,10,10,49,73,403
"6518, WA",6,15,4,25,15,22,8,7,8,16,12,9,4,6,3,12,35,212
"6519, WA",6,37,12,31,43,43,38,20,46,31,28,24,14,23,13,42,146,592
"6521, WA",3,15,8,18,17,22,31,23,29,34,24,18,7,18,11,17,49,352
"6522, WA",3,20,12,25,33,33,24,23,32,39,20,19,13,15,12,49,87,459
"6525, WA",31,256,110,244,351,273,251,202,192,196,128,113,100,165,86,270,608,3569
"6528, WA",3,25,17,32,26,31,34,13,20,30,18,10,8,10,14,49,71,409
"6530, WA",142,2154,1048,1742,2284,2080,1939,1861,1852,2024,1349,1288,1004,1459,627,2870,6726,32450
"6532, WA",28,427,224,294,366,321,348,366,350,371,313,295,237,336,139,884,1423,6724
"6535, WA",16,94,41,141,175,113,94,107,62,110,63,50,40,38,29,181,254,1600
"6536, WA",6,84,60,92,169,144,97,127,84,91,50,30,35,64,26,181,218,1560
"6537, WA",10,39,19,44,96,66,52,67,76,41,32,24,27,43,14,94,169,909
"6556, WA",5,160,71,109,129,132,116,96,121,139,96,90,78,101,46,157,387,2035
"6558, WA",0,68,20,39,65,34,39,35,47,54,41,26,21,26,25,1937,166,2646
"6560, WA",9,104,29,91,119,103,72,80,93,96,59,58,40,35,6,114,244,1349
"6562, WA",5,73,42,79,124,80,72,65,51,84,64,44,41,53,30,82,247,1255
"6564, WA",7,29,12,25,24,31,20,14,22,19,15,8,9,12,9,21,44,317
"6566, WA",17,240,105,240,284,266,220,194,157,191,125,110,79,133,75,342,502,3273
"6567, WA",5,42,13,31,41,31,30,18,17,23,23,20,8,16,19,34,54,418
"6568, WA",0,20,12,10,26,14,12,8,27,16,7,18,3,12,3,7,29,221
"6569, WA",0,14,9,18,16,11,12,20,22,24,17,11,6,3,3,17,56,270
"6571, WA",0,0,0,5,8,4,5,6,9,4,5,8,5,3,0,0,15,76
"6572, WA",0,9,3,5,5,0,8,3,4,0,3,0,0,3,0,6,14,59
"6574, WA",0,7,0,4,4,0,4,5,3,4,3,3,0,7,0,11,18,86
"6575, WA",0,6,3,0,5,0,14,7,10,15,11,4,6,3,3,12,38,138
"6603, WA",4,40,40,71,70,82,66,60,76,93,70,42,42,43,18,63,239,1110
"6605, WA",0,3,0,0,0,0,0,5,0,5,3,5,7,0,4,0,10,42
"6606, WA",0,13,7,16,14,8,10,15,8,12,10,3,0,10,3,12,32,164
"6608, WA",0,13,5,4,7,8,6,5,7,12,6,8,0,7,4,14,29,134
"6609, WA",6,48,12,39,33,37,49,49,76,79,51,50,27,33,12,64,158,823
"6612, WA",0,11,6,11,23,7,6,8,6,19,16,16,4,8,6,26,47,221
"6613, WA",0,0,0,8,0,0,0,5,3,4,3,4,3,0,0,9,16,64
"6614, WA",0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,20
"6616, WA",7,5,4,0,0,4,0,3,9,0,6,0,0,0,0,0,8,57
"6620, WA",4,23,9,10,22,19,22,11,25,34,33,24,23,63,39,63,67,499
"6623, WA",4,70,18,32,38,48,41,34,31,46,23,27,15,15,13,70,143,673
"6625, WA",0,4,0,5,0,0,0,3,4,7,4,0,0,0,0,10,8,50
"6627, WA",4,7,0,13,0,0,7,4,0,4,0,0,5,0,0,3,17,64
"6628, WA",0,0,0,0,6,3,0,0,0,4,0,0,0,0,0,0,9,37
"6630, WA",0,21,13,43,36,30,44,29,33,55,22,16,11,21,8,86,147,619
"6631, WA",0,0,0,3,0,3,0,0,0,0,5,0,3,0,4,0,7,28
"6632, WA",0,6,0,4,0,0,0,0,6,9,4,4,0,3,0,0,28,69
"6635, WA",0,13,0,19,4,9,6,7,12,22,18,19,19,44,15,84,41,345
"6638, WA",6,23,8,30,37,35,25,22,19,16,14,17,16,18,0,108,92,482
"6639, WA",0,7,3,8,5,12,8,0,7,8,5,3,0,0,5,17,0,89
"6640, WA",3,9,3,13,18,16,7,6,10,10,12,5,0,6,4,45,29,202
"6642, WA",5,39,19,51,37,45,43,37,55,42,37,45,48,110,46,227,187,1066
"6646, WA",0,18,24,75,29,17,14,11,23,30,40,58,38,98,45,141,82,745
"6701, WA",32,276,123,296,316,301,332,348,393,334,222,166,131,202,89,864,1125,5547
"6705, WA",3,6,6,35,16,5,11,8,7,10,3,0,4,3,6,64,83,280
"6707, WA",8,110,77,132,154,119,169,170,186,206,129,122,91,162,73,237,565,2710
"6710, WA",9,58,23,42,24,33,18,37,50,92,75,128,233,825,1284,920,137,4000
"6711, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6712, WA",4,3,3,3,0,0,3,3,10,45,74,68,89,306,941,407,0,1966
"6713, WA",0,74,30,25,22,26,23,42,38,43,32,48,55,136,122,78,318,1106
"6714, WA",92,1076,347,328,320,283,414,511,623,912,800,805,783,2000,1465,1936,4144,16826
"6716, WA",3,53,11,30,14,9,11,18,23,24,24,23,39,156,62,57,205,756
"6718, WA",6,110,21,73,68,60,42,33,25,28,14,21,9,22,5,301,187,1010
"6720, WA",16,212,47,70,57,36,56,71,77,84,97,93,114,326,206,317,663,2529
"6721, WA",19,237,72,109,72,62,104,109,145,260,196,245,236,569,536,598,941,4517
"6722, WA",65,647,199,287,275,222,245,265,363,467,432,441,438,1019,641,1382,2446,9851
"6725, WA",51,488,208,720,488,396,450,489,611,777,546,484,406,579,182,1345,2574,10800
"6726, WA",35,240,105,174,178,203,227,279,356,409,293,275,220,348,172,606,1313,5438
"6728, WA",7,222,154,802,475,247,237,176,231,310,189,200,140,175,46,793,1545,5951
"6731, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
"6733, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6740, WA",11,58,18,155,118,64,41,58,48,47,32,23,36,41,21,175,338,1282
"6743, WA",23,256,155,407,283,197,229,296,437,441,375,311,222,340,133,729,1403,6233
"6751, WA",11,253,52,90,69,75,65,82,108,226,191,206,261,1016,580,679,970,4924
"6753, WA",21,276,116,229,113,85,104,108,175,321,352,333,345,1148,694,1498,1317,7241
"6754, WA",3,83,27,26,20,20,30,27,34,53,56,45,45,229,120,157,412,1383
"6758, WA",0,18,3,45,5,10,13,11,50,70,79,91,102,594,303,272,38,1704
"6760, WA",0,26,16,82,31,15,22,16,21,33,16,20,28,58,6,99,133,631
"6762, WA",0,7,4,99,20,13,6,8,5,20,35,39,65,200,73,188,90,872
"6765, WA",0,41,50,253,231,61,47,58,78,82,59,54,19,42,10,226,440,1754
"6770, WA",5,104,98,394,178,112,96,57,71,99,67,61,56,59,24,647,779,2906
"7000, TAS",42,774,469,835,797,910,955,849,959,1100,769,723,589,786,393,1025,1862,13835
"7001, TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7004, TAS",20,486,281,444,435,548,511,430,469,528,419,374,281,405,297,517,1028,7477
"7005, TAS",53,1449,647,875,737,807,863,754,756,833,633,549,417,741,689,838,1659,13308
"7007, TAS",17,212,137,153,168,188,204,170,172,212,165,164,126,183,113,146,536,3065
"7008, TAS",36,614,407,667,835,895,884,766,796,929,646,620,436,541,190,748,1955,11977
"7009, TAS",48,694,465,924,1042,1114,980,910,941,890,547,390,226,187,44,820,2223,12454
"7010, TAS",44,818,540,1247,1638,1747,1327,1238,1300,1119,615,420,225,196,70,1366,2943,16845
"7011, TAS",52,702,455,944,1337,1390,1147,1180,1233,1059,617,391,174,192,70,965,2802,14696
"7012, TAS",0,51,24,45,66,51,54,61,54,76,44,50,17,10,4,57,163,835
"7015, TAS",29,458,361,555,736,868,810,683,814,862,629,515,378,353,133,605,1544,10331
"7016, TAS",5,99,58,179,235,232,183,188,159,137,61,29,17,14,8,700,562,2873
"7017, TAS",22,319,195,250,403,385,411,393,491,487,331,255,160,155,40,258,1057,5616
"7018, TAS",54,984,724,1267,1597,1759,1627,1448,1600,1644,1066,944,578,750,293,1186,3505,21027
"7019, TAS",18,259,180,410,591,508,459,459,488,379,176,114,80,52,35,417,1477,6109
"7020, TAS",5,127,99,115,130,128,149,160,197,192,139,133,113,96,52,112,517,2471
"7021, TAS",4,117,82,119,152,155,161,160,199,215,117,121,98,83,38,90,496,2408
"7022, TAS",0,49,41,58,64,66,81,47,59,84,48,33,29,22,7,58,134,885
"7023, TAS",4,27,8,19,38,39,16,15,25,23,15,17,6,11,10,29,35,332
"7024, TAS",0,26,18,19,24,28,26,33,42,38,41,34,22,23,8,26,105,524
"7025, TAS",5,81,82,98,119,128,135,116,128,131,83,59,51,70,31,99,281,1700
"7026, TAS",3,50,38,66,67,66,67,87,74,66,34,24,13,14,7,72,179,933
"7027, TAS",0,14,15,40,23,33,19,33,22,24,8,8,4,0,0,23,37,296
"7030, TAS",51,860,526,1225,1652,1345,1252,1300,1292,1088,524,425,203,196,106,1322,4048,17402
"7050, TAS",23,718,447,709,917,1031,913,816,854,916,639,542,343,369,138,606,2416,12404
"7052, TAS",12,402,298,393,445,528,488,471,513,599,391,334,222,269,122,302,1355,7140
"7053, TAS",4,213,154,189,174,263,226,201,223,219,188,186,141,206,127,170,686,3574
"7054, TAS",13,428,348,431,537,502,586,605,604,624,519,411,253,315,117,386,2051,8740
"7055, TAS",0,20,16,26,14,31,37,39,39,23,27,12,11,8,3,15,105,433
"7109, TAS",34,461,342,688,832,765,562,609,594,614,372,263,131,174,88,613,1671,8813
"7112, TAS",14,186,117,245,334,315,248,228,180,177,87,54,34,50,25,235,552,3062
"7113, TAS",5,65,57,70,110,122,88,68,68,55,44,25,10,21,16,98,173,1097
"7116, TAS",11,130,87,188,278,216,162,151,136,132,62,50,17,17,18,193,402,2254
"7117, TAS",10,60,22,89,105,99,66,61,46,43,43,14,12,21,5,53,103,857
"7119, TAS",0,5,0,4,0,3,3,4,3,0,4,0,0,0,0,0,11,40
"7120, TAS",10,99,64,149,231,229,129,117,111,108,44,35,22,19,20,147,309,1828
"7139, TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7140, TAS",29,620,340,877,1194,1060,853,734,756,664,335,296,164,122,65,811,2042,10975
"7150, TAS",7,174,121,185,276,233,212,192,200,192,126,105,55,80,39,186,455,2837
"7155, TAS",0,46,23,61,59,53,78,61,47,62,35,29,31,24,12,56,123,798
"7162, TAS",5,42,29,37,55,53,40,50,40,32,24,14,18,18,11,29,89,588
"7163, TAS",0,15,13,21,34,20,35,27,33,26,17,0,0,9,6,15,48,325
"7170, TAS",18,282,181,241,288,258,316,303,370,419,301,279,212,260,113,181,1002,5008
"7171, TAS",13,149,95,186,308,264,250,246,287,273,149,142,70,61,20,155,621,3282
"7172, TAS",12,165,120,241,369,374,268,282,272,254,151,100,57,42,19,259,651,3653
"7173, TAS",17,342,180,479,557,562,517,463,515,490,305,209,101,118,43,465,1245,6598
"7174, TAS",0,4,7,10,21,12,8,13,12,10,4,4,0,4,8,21,35,181
"7175, TAS",0,12,4,15,25,14,12,20,13,11,5,4,5,4,4,12,36,196
"7176, TAS",0,14,10,20,11,11,13,12,6,8,7,8,0,0,3,14,32,164
"7177, TAS",5,28,12,22,44,42,34,24,39,28,11,6,3,8,5,30,65,406
"7178, TAS",0,6,4,39,50,33,22,14,10,12,10,9,4,3,0,39,50,310
"7179, TAS",0,16,8,27,33,50,42,24,22,22,14,12,3,10,7,51,41,380
"7180, TAS",5,5,0,18,23,16,11,11,9,7,5,0,0,0,0,20,19,152
"7182, TAS",0,9,9,24,57,21,23,21,9,11,14,4,0,0,3,29,25,263
"7183, TAS",0,0,0,6,8,4,3,3,0,3,5,0,0,0,0,0,4,51
"7184, TAS",4,31,17,67,106,88,60,57,33,40,22,11,7,9,3,124,128,799
"7185, TAS",0,3,4,8,15,8,14,5,13,3,0,5,4,0,4,7,10,97
"7186, TAS",0,10,8,20,27,14,15,17,15,9,5,0,0,5,0,10,23,168
"7187, TAS",0,0,6,15,13,23,10,10,4,3,8,5,0,0,0,23,13,136
"7190, TAS",11,127,77,236,443,414,292,240,210,151,88,65,32,40,51,254,379,3111
"7209, TAS",3,20,13,23,59,46,27,22,29,20,15,12,3,3,10,36,59,405
"7210, TAS",11,56,37,87,153,110,85,77,64,40,32,15,9,4,8,84,155,1037
"7211, TAS",0,15,8,18,29,21,13,18,11,18,8,0,7,0,3,15,44,241
"7212, TAS",7,104,76,132,159,150,158,126,163,109,71,68,40,32,19,200,320,1931
"7213, TAS",0,11,17,37,36,29,24,10,9,7,4,5,3,0,0,49,50,300
"7214, TAS",0,35,20,76,80,80,45,30,23,15,16,9,7,9,5,69,98,611
"7215, TAS",11,167,107,317,412,384,248,266,230,156,91,54,47,70,37,322,473,3383
"7216, TAS",14,173,119,329,487,462,287,244,175,141,60,58,29,38,28,270,450,3354
"7248, TAS",70,1118,611,1705,1624,1535,1255,1076,957,774,415,306,137,125,93,1271,2691,15777
"7249, TAS",33,552,385,895,1054,1155,1090,1003,1000,888,510,387,282,255,117,969,2196,12774
"7250, TAS",126,2525,1725,3076,3812,3951,3541,3439,3394,3337,2114,1785,1205,1303,778,3253,8690,48052
"7252, TAS",17,178,95,177,265,203,192,181,188,184,125,115,75,72,25,237,459,2785
"7253, TAS",19,295,144,446,638,548,331,275,252,190,122,125,74,63,40,421,933,4925
"7254, TAS",10,24,19,44,46,39,36,32,30,39,17,12,11,8,5,39,87,488
"7255, TAS",3,33,35,62,73,77,62,54,60,75,37,33,14,20,11,55,127,836
"7256, TAS",8,50,30,88,102,137,120,141,122,115,79,66,40,56,21,157,247,1583
"7257, TAS",0,0,0,14,10,9,7,6,0,5,0,0,0,0,0,3,7,70
"7258, TAS",0,54,24,50,67,53,66,59,75,70,34,38,24,49,49,61,184,963
"7259, TAS",0,36,25,41,42,30,37,33,33,31,13,16,8,7,0,45,71,462
"7260, TAS",10,164,129,262,375,317,291,246,195,176,98,65,39,39,20,223,566,3219
"7261, TAS",0,21,12,26,38,24,14,9,22,12,12,5,0,0,5,26,55,270
"7262, TAS",3,69,45,117,210,173,145,110,117,128,54,60,31,30,12,139,276,1710
"7263, TAS",5,37,24,44,80,65,44,44,30,34,18,10,3,3,0,42,124,594
"7264, TAS",0,36,14,85,97,86,41,44,23,18,14,7,6,7,4,68,94,641
"7265, TAS",0,11,18,17,19,25,22,17,21,8,4,8,0,3,0,27,32,233
"7267, TAS",0,46,24,33,67,57,58,55,53,75,37,33,20,9,9,46,146,768
"7268, TAS",3,79,34,79,72,80,74,86,80,62,45,27,22,21,11,70,192,1035
"7270, TAS",16,240,117,398,566,434,325,271,260,174,109,84,47,59,35,351,581,4088
"7275, TAS",14,196,104,233,352,290,219,198,203,213,104,81,71,68,24,253,522,3137
"7276, TAS",0,39,21,32,43,46,40,43,35,43,26,16,8,10,3,67,89,568
"7277, TAS",11,338,240,356,509,493,419,378,451,339,239,211,158,169,65,278,1067,5707
"7290, TAS",9,114,75,140,185,165,178,171,198,192,104,78,43,33,12,114,466,2276
"7291, TAS",0,32,16,38,47,55,41,48,36,36,35,17,12,5,4,43,94,560
"7292, TAS",3,32,20,33,45,44,59,44,40,47,32,23,17,10,4,39,111,608
"7300, TAS",7,144,96,202,328,259,284,275,302,265,159,106,68,61,26,223,620,3422
"7301, TAS",12,233,142,289,434,410,311,355,305,308,153,101,51,71,51,365,701,4305
"7302, TAS",8,94,50,119,154,129,131,151,110,97,74,33,20,12,12,132,342,1671
"7303, TAS",10,159,96,204,320,254,217,184,197,147,96,68,43,39,18,208,453,2717
"7304, TAS",32,339,236,498,791,545,445,423,335,298,182,140,85,66,47,471,1019,5936
"7305, TAS",3,62,32,94,151,107,85,93,55,68,38,26,10,7,9,122,204,1169
"7306, TAS",22,236,155,360,433,425,290,261,244,232,125,89,65,73,31,287,630,3953
"7307, TAS",35,458,320,734,1069,927,883,741,684,650,396,331,177,201,109,729,1678,10124
"7310, TAS",98,1310,887,2086,2832,2712,2196,1967,1827,1608,948,683,485,483,223,1863,4905,27100
"7315, TAS",31,772,459,1090,1598,1545,1191,1080,956,876,523,453,290,283,101,942,2457,14659
"7316, TAS",16,310,199,412,582,529,423,372,400,374,234,227,125,129,67,433,1050,5887
"7320, TAS",27,899,596,1224,1676,1496,1189,1169,1053,1022,574,450,326,290,144,1137,2963,16242
"7321, TAS",18,275,221,357,474,352,309,280,326,251,174,148,120,104,48,391,821,4666
"7322, TAS",15,165,137,259,446,396,270,288,248,206,147,109,74,64,42,345,689,3903
"7325, TAS",34,500,291,631,941,901,641,591,534,508,301,272,160,149,83,568,1479,8592
"7330, TAS",27,311,166,404,592,521,485,499,516,492,246,187,96,84,51,502,1407,6592
"7331, TAS",4,30,18,32,47,56,47,36,45,37,16,6,11,25,11,51,76,551
"7466, TAS",0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,13
